index_category,index,symbol,open,high,low,prev_close,ltp,indicative_close,chng,percent_chng,volume_shares,value_crores,high_52w,low_52w,percent_chng_30d,percent_chng_365d
STRATEGY_INDICES,NIFTY200_QUALITY_30,KPITTECH,1229.9,1249.4,1220.0,1224.9,1236.0,,11.1,0.91,1009918.0,124.29,1859.95,1020.6,1.99,-28.43
STRATEGY_INDICES,NIFTY200_QUALITY_30,TATAELXSI,5438.0,5486.5,5360.0,5428.0,5472.5,,44.5,0.82,129172.0,70.2,8142.15,4700.0,-6.28,-29.46
STRATEGY_INDICES,NIFTY200_QUALITY_30,HINDZINC,437.7,441.8,433.85,437.55,441.0,,3.45,0.79,1953089.0,85.45,575.4,378.15,4.8,-11.22
STRATEGY_INDICES,NIFTY200_QUALITY_30,ASIANPAINT,2565.0,2602.0,2565.0,2568.6,2581.9,,13.3,0.52,1153436.0,297.73,3394.9,2124.75,3.56,-20.33
STRATEGY_INDICES,NIFTY200_QUALITY_30,HDFCAMC,5589.0,5642.0,5543.5,5569.5,5594.0,,24.5,0.44,262035.0,146.39,5927.5,3563.05,-1.91,23.44
STRATEGY_INDICES,NIFTY200_QUALITY_30,COALINDIA,392.4,393.25,389.0,391.45,393.1,,1.65,0.42,4535470.0,177.43,517.85,349.25,4.19,-21.0
STRATEGY_INDICES,NIFTY200_QUALITY_30,IRCTC,711.3,714.9,706.0,711.1,714.0,,2.9,0.41,460678.0,32.8,957.1,656.0,-2.14,-24.46
STRATEGY_INDICES,NIFTY200_QUALITY_30,HEROMOTOCO,5360.0,5419.5,5348.5,5351.0,5370.0,,19.0,0.36,517415.0,277.86,6246.25,3344.0,19.85,-6.47
STRATEGY_INDICES,NIFTY200_QUALITY_30,BPCL,313.0,316.45,311.5,312.9,313.2,,0.3,0.1,6159420.0,192.78,376.0,234.01,-1.03,-13.36
STRATEGY_INDICES,NIFTY200_QUALITY_30,LTIM,5197.5,5265.0,5069.0,5210.0,5215.0,,5.0,0.1,245302.0,127.12,6767.95,3802.0,3.18,-15.51
STRATEGY_INDICES,NIFTY200_QUALITY_30,BAJAJ-AUTO,9117.0,9172.0,9053.0,9071.0,9075.0,,4.0,0.04,231190.0,210.38,12774.0,7089.35,11.08,-16.32
STRATEGY_INDICES,NIFTY200_QUALITY_30,BRITANNIA,6066.0,6104.5,5998.5,6083.0,6081.0,,-2.0,-0.03,352302.0,213.16,6469.9,4506.0,12.47,3.86
STRATEGY_INDICES,NIFTY200_QUALITY_30,POLYCAB,7288.0,7315.5,7218.5,7257.0,7242.5,,-14.5,-0.2,143952.0,104.41,7605.0,4555.0,5.9,8.71
STRATEGY_INDICES,NIFTY200_QUALITY_30,BEL,374.0,375.5,368.5,372.5,371.7,,-0.8,-0.21,7325669.0,272.02,436.0,240.25,-4.85,27.6
STRATEGY_INDICES,NIFTY200_QUALITY_30,OFSS,8347.0,8395.0,8141.5,8293.5,8272.0,,-21.5,-0.26,84450.0,69.84,13220.0,7038.0,-2.78,-26.51
STRATEGY_INDICES,NIFTY200_QUALITY_30,CUMMINSIND,3949.0,3974.4,3902.1,3935.6,3922.0,,-13.6,-0.35,273518.0,107.65,3974.4,2580.0,8.28,2.48
STRATEGY_INDICES,NIFTY200_QUALITY_30,HAVELLS,1584.7,1589.8,1564.2,1584.7,1578.0,,-6.7,-0.42,463270.0,73.09,2106.0,1381.3,6.3,-15.8
STRATEGY_INDICES,NIFTY200_QUALITY_30,NESTLEIND,1212.0,1216.4,1191.0,1212.6,1206.9,,-5.7,-0.47,1434458.0,172.59,1389.0,1055.0,-45.89,-51.75
STRATEGY_INDICES,NIFTY200_QUALITY_30,HAL,4444.0,4475.0,4389.0,4436.9,4415.0,,-21.9,-0.49,721098.0,318.73,5165.0,3046.05,-2.95,-8.09
STRATEGY_INDICES,NIFTY200_QUALITY_30,PIDILITIND,3140.0,3140.0,3091.1,3119.1,3095.5,,-23.6,-0.76,112254.0,34.86,3415.0,2622.2,1.75,-3.56
STRATEGY_INDICES,NIFTY200_QUALITY_30,PAGEIND,44900.0,44990.0,44155.0,44665.0,44270.0,,-395.0,-0.88,9964.0,44.3,50590.0,38850.0,-4.35,7.87
STRATEGY_INDICES,NIFTY200_QUALITY_30,MARICO,740.0,740.45,726.0,738.6,731.75,,-6.85,-0.93,1035892.0,75.75,759.0,577.85,2.39,13.64
STRATEGY_INDICES,NIFTY200_QUALITY_30,INFY,1470.0,1472.7,1433.0,1463.0,1446.0,,-17.0,-1.16,5466487.0,790.04,2006.45,1307.0,0.55,-25.27
STRATEGY_INDICES,NIFTY200_QUALITY_30,HINDUNILVR,2667.6,2672.9,2623.8,2666.6,2628.0,,-38.6,-1.45,944879.0,249.72,3035.0,2136.0,3.86,-7.22
STRATEGY_INDICES,NIFTY200_QUALITY_30,TCS,3097.1,3103.4,3028.6,3095.7,3048.0,,-47.7,-1.54,2802055.0,855.22,4549.35,2991.6,0.53,-31.9
STRATEGY_INDICES,NIFTY200_QUALITY_30,IGL,218.99,218.99,211.38,217.2,213.85,,-3.35,-1.54,1470158.0,31.44,284.78,153.05,4.39,-61.69
STRATEGY_INDICES,NIFTY200_QUALITY_30,HCLTECH,1448.0,1452.3,1402.8,1443.3,1420.1,,-23.2,-1.61,3895199.0,554.36,2012.2,1302.75,-3.02,-20.75
STRATEGY_INDICES,NIFTY200_QUALITY_30,COLPAL,2460.0,2470.5,2403.0,2464.6,2424.5,,-40.1,-1.63,749248.0,182.04,3890.0,2151.0,8.13,-33.77
STRATEGY_INDICES,NIFTY200_QUALITY_30,ITC,416.9,417.0,404.4,415.9,407.9,,-8.0,-1.92,16000675.0,650.94,528.5,390.15,-1.13,-20.31
STRATEGY_INDICES,NIFTY200_QUALITY_30,PERSISTENT,5300.0,5332.5,5090.0,5293.5,5131.0,,-162.5,-3.07,720110.0,370.15,6788.9,4148.95,1.68,-2.52
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED,17583.0,17640.55,17469.95,17532.35,17550.4,,18.05,0.1,3447324689.0,61223.11,18838.1,14014.4,0.65,-4.43
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,NETWEB,2647.7,3182.5,2615.0,2652.1,3182.5,,530.4,20.0,9811693.0,2851.64,3182.5,1251.55,45.12,16.57
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,FIRSTCRY,354.6,407.8,354.2,352.2,399.9,,47.7,13.54,30848980.0,1216.38,734.0,286.05,12.34,-34.68
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,GMDCLTD,455.2,515.0,451.9,455.2,508.0,,52.8,11.6,34448673.0,1724.29,515.0,226.59,28.49,39.76
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,IDEA,6.64,7.45,6.6,6.61,7.25,,0.64,9.68,1719413311.0,1217.34,15.22,6.12,6.48,-52.09
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,SKFINDIA,4700.0,4919.0,4700.0,4599.8,4878.0,,278.2,6.05,467715.0,226.72,5580.0,3541.0,1.75,-8.28
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,GODFRYPHLP,10500.0,11175.0,10360.0,10453.0,11058.0,,605.0,5.79,984110.0,1073.75,11465.0,4112.45,2.01,72.69
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,RTNINDIA,59.14,64.0,58.82,58.93,62.0,,3.07,5.21,36498935.0,227.94,84.7,37.42,17.08,-22.56
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,JPPOWER,18.44,19.07,18.08,18.17,19.07,,0.9,4.95,64484330.0,120.39,27.7,12.36,-0.05,6.36
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,BSE,2229.0,2347.9,2227.0,2219.5,2323.0,,103.5,4.66,7981732.0,1843.23,3030.0,900.33,-2.85,-19.75
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,SCHNEIDER,858.35,891.5,850.05,849.05,887.05,,38.0,4.48,95046.0,8.38,1052.0,540.0,-11.12,
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,NIVABUPA,82.26,86.24,82.26,81.26,84.75,,3.49,4.29,9616985.0,81.33,109.34,68.54,5.06,
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,RBLBANK,265.8,279.0,265.8,265.8,277.0,,11.2,4.21,26498078.0,730.0,279.0,146.1,6.13,27.8
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,INDUSTOWER,325.55,341.9,324.3,324.05,337.0,,12.95,4.0,17007563.0,570.14,444.55,312.55,-1.04,-23.85
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,SWIGGY,425.0,440.0,420.7,423.1,439.75,,16.65,3.94,20282407.0,880.56,617.3,297.0,11.45,
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,ABFRL,83.33,86.5,82.82,82.88,86.0,,3.12,3.76,12534935.0,106.6,364.4,70.55,12.37,-72.75
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,BEML,3950.0,4149.0,3940.2,3951.7,4089.0,,137.3,3.47,519369.0,212.32,4874.8,2350.0,3.3,0.59
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,INDGN,547.4,563.8,545.0,543.7,562.3,,18.6,3.42,279429.0,15.55,736.3,499.0,-1.61,-7.79
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,APTUS,334.0,340.0,329.15,328.7,339.4,,10.7,3.26,3652920.0,122.34,401.65,267.95,-2.28,3.13
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,GLENMARK,1990.9,2055.2,1990.9,1990.9,2054.2,,63.3,3.18,977419.0,199.74,2284.8,1275.5,1.3,20.03
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,CUB,194.9,201.36,194.29,194.05,200.05,,6.0,3.09,2110513.0,41.92,232.55,142.91,-6.81,16.95
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,COHANCE,906.0,926.0,897.5,899.3,925.85,,26.55,2.95,83546.0,7.65,1360.0,856.3,-1.42,
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,KFINTECH,1058.0,1098.1,1058.0,1058.0,1088.4,,30.4,2.87,1053785.0,114.49,1641.35,784.15,-2.11,8.32
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,CLEAN,1159.0,1217.9,1155.4,1155.5,1188.0,,32.5,2.81,1178757.0,140.73,1643.95,1070.5,-0.64,-20.83
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,NATIONALUM,207.0,213.0,205.2,206.67,212.43,,5.76,2.79,9198908.0,192.52,262.99,137.75,12.46,20.34
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,ASHOKLEY,128.24,132.23,128.24,128.01,131.44,,3.43,2.68,19576052.0,256.17,134.31,95.93,8.32,-47.93
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,GODREJAGRO,731.95,752.5,730.55,730.4,750.0,,19.6,2.68,232636.0,17.36,876.35,654.0,-9.92,-6.21
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,MSUMI,44.43,45.48,43.86,44.15,45.31,,1.16,2.63,19433639.0,87.51,48.71,30.72,16.63,-35.44
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,ASTRAL,1432.0,1458.2,1415.1,1421.3,1457.7,,36.4,2.56,989366.0,142.96,2037.95,1232.3,2.58,-24.74
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,GRAVITA,1657.8,1699.9,1651.0,1657.8,1699.0,,41.2,2.49,311069.0,52.53,2700.0,1379.65,-5.35,-28.04
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,CENTURYPLY,788.2,810.15,784.15,788.2,807.7,,19.5,2.47,106088.0,8.49,935.0,631.0,7.29,-1.11
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,LEMONTREE,170.95,177.95,170.75,170.95,175.15,,4.2,2.46,9295950.0,162.26,177.95,112.29,21.27,33.55
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,RENUKA,31.38,32.89,30.95,31.39,32.16,,0.77,2.45,12430846.0,39.89,56.5,24.71,9.25,-33.94
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,M&MFIN,264.25,274.0,263.0,262.9,269.3,,6.4,2.43,4038577.0,108.9,333.01,231.02,6.3,-18.17
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,EICHERMOT,6449.0,6598.5,6440.5,6425.0,6580.0,,155.0,2.41,610721.0,400.06,6713.0,4508.75,16.1,37.09
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,HYUNDAI,2490.0,2549.6,2462.1,2479.3,2539.0,,59.7,2.41,560115.0,141.22,2624.5,1541.7,17.27,
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,M&M,3511.0,3577.8,3481.5,3481.5,3562.9,,81.4,2.34,3700943.0,1315.42,3577.8,2425.0,10.34,30.78
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,VEDL,436.0,446.8,435.6,435.7,445.8,,10.1,2.32,8277809.0,365.16,526.95,363.0,1.12,-4.54
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,MMTC,63.25,67.2,62.96,63.38,64.7,,1.32,2.08,2787836.0,18.19,99.8,44.5,-0.55,-34.24
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,VOLTAS,1409.9,1437.4,1405.2,1402.6,1431.4,,28.8,2.05,1254002.0,179.07,1944.9,1135.0,9.02,-19.65
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,CHOLAFIN,1471.9,1495.7,1457.0,1461.2,1491.0,,29.8,2.04,1103269.0,163.01,1684.4,1168.0,2.47,-2.78
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,PNCINFRA,305.55,313.85,304.4,305.05,311.15,,6.1,2.0,630218.0,19.56,469.65,240.0,2.72,-30.53
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,GODREJIND,1204.5,1220.4,1182.5,1196.5,1220.4,,23.9,2.0,35058.0,4.19,1390.0,766.0,5.63,-0.72
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,CAMPUS,266.75,274.5,262.6,266.7,272.0,,5.3,1.99,617323.0,16.57,371.9,210.0,2.64,-4.74
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,CAMS,3780.0,3848.0,3776.9,3764.7,3837.0,,72.3,1.92,235542.0,90.13,5367.5,3031.05,0.42,-13.25
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,EXIDEIND,406.5,414.8,406.5,405.65,413.4,,7.75,1.91,1899722.0,78.25,534.4,328.0,8.18,-16.73
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,KARURVYSYA,203.0,206.8,202.59,202.96,206.8,,3.84,1.89,848146.0,17.38,231.25,154.63,-21.28,-6.15
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,VIJAYA,1084.7,1114.9,1084.7,1089.4,1110.0,,20.6,1.89,133720.0,14.79,1275.0,740.0,5.25,16.89
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,NSLNISP,41.77,43.14,41.32,41.77,42.55,,0.78,1.87,7924058.0,33.42,55.5,32.13,17.36,-22.45
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,BIOCON,354.0,364.8,354.0,356.85,363.4,,6.55,1.84,2400088.0,86.84,406.0,291.0,0.92,-5.0
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,ARE&M,1009.8,1032.8,1001.1,1001.6,1020.0,,18.4,1.84,439313.0,44.73,1518.85,832.3,9.45,-29.65
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,IGIL,342.3,351.0,339.3,342.2,348.5,,6.3,1.84,415543.0,14.33,642.3,282.0,-4.74,
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,ANGELONE,2269.9,2304.5,2252.8,2257.1,2297.0,,39.9,1.77,837315.0,190.89,3503.15,1941.0,-12.03,-8.36
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,SWANCORP,452.0,458.8,445.55,445.65,453.5,,7.85,1.76,857860.0,38.85,809.8,362.2,,
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,IRFC,122.25,123.71,121.74,121.63,123.69,,2.06,1.69,6947411.0,85.38,178.0,108.04,-3.18,-28.83
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,SHRIRAMFIN,589.0,596.0,585.6,585.8,595.65,,9.85,1.68,4166734.0,246.62,730.45,493.35,-6.04,-81.74
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,MARUTI,14740.0,14957.0,14701.0,14662.0,14903.0,,241.0,1.64,473806.0,702.61,15240.0,10725.0,18.93,21.11
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,ESCORTS,3660.0,3720.3,3621.1,3633.3,3692.9,,59.6,1.64,243292.0,89.3,4420.0,2776.4,9.0,-1.43
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,IRCON,167.0,169.5,166.45,166.71,169.39,,2.68,1.61,1740532.0,29.28,262.0,134.24,-1.64,-33.08
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,IOB,38.04,38.6,37.72,37.96,38.57,,0.61,1.61,5041667.0,19.25,61.8,33.5,5.74,-35.53
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,SARDAEN,563.0,583.65,559.1,559.75,568.7,,8.95,1.6,916144.0,52.47,619.0,341.3,-2.12,58.96
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,NMDC,73.55,74.69,72.82,73.43,74.58,,1.15,1.57,16821803.0,124.2,82.83,59.53,3.72,-64.96
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,TBOTEK,1515.0,1572.4,1515.0,1524.6,1548.0,,23.4,1.53,280318.0,43.44,2001.0,996.0,12.37,-17.51
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,PPLPHARMA,200.39,202.49,199.76,198.98,202.0,,3.02,1.52,2738839.0,55.02,307.9,181.73,7.69,-8.63
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,VGUARD,365.6,371.4,362.8,365.5,371.0,,5.5,1.5,149814.0,5.53,477.0,300.0,1.31,-20.43
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,JSL,748.95,765.0,739.9,746.9,758.0,,11.1,1.49,462538.0,34.71,818.95,496.6,2.96,5.01
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,RITES,257.7,263.45,255.9,257.62,261.43,,3.81,1.48,427988.0,11.18,384.0,192.4,2.22,-60.54
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,JYOTICNC,888.45,899.0,881.15,884.05,897.0,,12.95,1.46,93695.0,8.36,1504.3,750.1,-8.72,-22.89
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,NYKAA,240.5,245.68,240.49,239.53,243.0,,3.47,1.45,5599787.0,136.04,245.68,154.9,16.31,12.65
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,MRPL,126.2,127.26,125.05,124.99,126.8,,1.81,1.45,822238.0,10.39,205.8,98.92,1.11,-37.37
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,TTML,57.35,57.86,56.0,57.06,57.86,,0.8,1.4,652339.0,3.72,96.56,50.1,0.68,
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,GVT&D,2724.1,2789.7,2705.2,2712.2,2749.8,,37.6,1.39,279296.0,77.02,2959.0,1254.0,-1.81,
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,HBLENGINE,850.0,873.0,849.0,851.2,862.85,,11.65,1.37,1156728.0,99.64,873.0,405.0,43.15,
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,RHIM,472.2,478.45,468.4,471.55,478.0,,6.45,1.37,99657.0,4.71,640.0,376.45,-5.61,-21.13
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,SAIL,127.8,129.6,126.71,127.57,129.3,,1.73,1.36,5711851.0,73.29,144.2,99.15,4.71,-1.49
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,SAILIFE,854.8,865.0,842.35,848.5,860.0,,11.5,1.36,532498.0,45.61,943.0,636.1,8.45,
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,MAHABANK,52.19,52.8,51.84,52.04,52.75,,0.71,1.36,3621899.0,18.94,63.45,42.0,-2.54,-14.07
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,PHOENIXLTD,1513.4,1521.8,1485.0,1501.1,1521.0,,19.9,1.33,896999.0,134.38,1968.0,1338.05,4.83,-57.75
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,DRREDDY,1254.3,1271.7,1253.6,1253.0,1269.7,,16.7,1.33,769861.0,97.38,1405.9,1020.0,5.97,-81.06
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,UNOMINDA,1280.0,1310.5,1279.8,1278.7,1295.6,,16.9,1.32,615472.0,80.01,1322.9,767.6,19.53,14.63
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,CHENNPETRO,694.0,703.3,685.1,692.85,702.0,,9.15,1.32,469467.0,32.68,999.0,433.1,10.68,-27.9
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,POWERGRID,282.35,286.65,282.35,281.8,285.5,,3.7,1.31,9695914.0,276.14,366.25,247.3,0.19,-13.86
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,IREDA,144.8,146.21,143.2,144.01,145.89,,1.88,1.31,3657064.0,52.98,240.0,137.01,0.8,-38.17
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,TVSMOTOR,3450.3,3481.3,3446.1,3433.2,3478.0,,44.8,1.3,786141.0,272.58,3500.0,2171.4,17.74,25.89
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,AMBER,7719.0,7890.0,7700.5,7698.0,7798.0,,100.0,1.3,270085.0,210.64,8177.0,4266.1,2.17,66.15
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,BDL,1430.0,1453.0,1425.8,1431.8,1450.4,,18.6,1.3,1072097.0,154.14,2096.6,890.0,-8.48,9.99
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,TANLA,651.0,664.1,648.6,647.95,656.4,,8.45,1.3,646623.0,42.51,955.0,409.35,1.11,-29.59
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,AFFLE,1913.9,1939.9,1903.0,1906.5,1931.0,,24.5,1.29,334716.0,64.34,2080.0,1246.0,-1.07,18.48
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,JMFINANCIL,182.8,189.18,182.13,182.13,184.46,,2.33,1.28,5403476.0,100.43,199.8,80.2,19.47,46.92
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,WELSPUNLIV,112.2,114.9,111.36,111.97,113.4,,1.43,1.28,1509845.0,17.07,192.9,104.8,-1.59,-39.83
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,PNBHOUSING,783.95,794.0,776.95,782.6,792.5,,9.9,1.27,1512725.0,118.83,1202.2,746.7,2.18,-23.74
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,ABCAPITAL,276.0,285.3,275.9,277.55,281.05,,3.5,1.26,5029052.0,141.88,292.4,149.01,1.43,25.69
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,PVRINOX,1130.8,1166.0,1109.2,1130.8,1145.0,,14.2,1.26,938356.0,106.28,1748.0,830.0,10.7,-27.46
BROAD_MARKET_INDICES,NIFTY500_LARGEMIDSMALL_EQUAL-CAP_WEIGHTED,JSWHL,18688.0,18995.0,18430.0,18714.0,18950.0,,236.0,1.26,928.0,1.73,27740.0,7330.05,-0.31,148.72
