index_category,index,symbol,open,high,low,prev_close,ltp,indicative_close,chng,percent_chng,volume_shares,value_crores,high_52w,low_52w,percent_chng_30d,percent_chng_365d
SECTORAL_INDICES,NIFTY_METAL,NIFTY METAL,9612.6,9700.9,9572.1,9616.35,9681.65,,65.3,0.68,65907070.0,1722.9,10322.05,7690.2,4.12,5.09
SECTORAL_INDICES,NIFTY_METAL,NATIONALUM,207.0,213.0,205.2,206.67,212.43,,5.76,2.79,9198908.0,192.52,262.99,137.75,12.46,20.34
SECTORAL_INDICES,NIFTY_METAL,VEDL,436.0,446.8,435.6,435.7,445.8,,10.1,2.32,8277809.0,365.16,526.95,363.0,1.12,-4.54
SECTORAL_INDICES,NIFTY_METAL,NMDC,73.55,74.69,72.82,73.43,74.58,,1.15,1.57,16821803.0,124.2,82.83,59.53,3.72,-64.96
SECTORAL_INDICES,NIFTY_METAL,JSL,748.95,765.0,739.9,746.9,758.0,,11.1,1.49,462538.0,34.71,818.95,496.6,2.96,5.01
SECTORAL_INDICES,NIFTY_METAL,SAIL,127.8,129.6,126.71,127.57,129.3,,1.73,1.36,5711851.0,73.29,144.2,99.15,4.71,-1.49
SECTORAL_INDICES,NIFTY_METAL,HINDALCO,738.0,746.65,738.0,739.05,745.0,,5.95,0.81,2778157.0,206.41,772.65,546.45,8.61,11.02
SECTORAL_INDICES,NIFTY_METAL,HINDCOPPER,243.0,245.7,240.3,243.04,245.0,,1.96,0.81,1388790.0,33.77,353.0,183.82,-0.25,-22.59
SECTORAL_INDICES,NIFTY_METAL,HINDZINC,437.7,441.8,433.85,437.55,441.0,,3.45,0.79,1953089.0,85.45,575.4,378.15,4.8,-11.22
SECTORAL_INDICES,NIFTY_METAL,TATASTEEL,167.0,168.0,165.94,166.81,167.8,,0.99,0.59,16798170.0,280.58,170.18,122.62,5.69,10.52
SECTORAL_INDICES,NIFTY_METAL,JSWSTEEL,1069.0,1076.6,1063.0,1072.4,1074.9,,2.5,0.23,748933.0,80.15,1089.2,880.0,1.95,15.95
SECTORAL_INDICES,NIFTY_METAL,WELCORP,842.1,851.2,832.0,847.0,848.75,,1.75,0.21,229917.0,19.38,994.0,650.15,-2.72,21.59
SECTORAL_INDICES,NIFTY_METAL,ADANIENT,2275.0,2293.5,2248.0,2278.8,2282.5,,3.7,0.16,443010.0,100.73,3211.0,2025.0,-0.82,-24.34
SECTORAL_INDICES,NIFTY_METAL,JINDALSTEL,1031.85,1039.0,1027.2,1031.85,1032.5,,0.65,0.06,793972.0,82.03,1073.7,723.35,4.97,8.87
SECTORAL_INDICES,NIFTY_METAL,APLAPOLLO,1672.9,1680.0,1648.3,1672.9,1668.0,,-4.9,-0.29,153809.0,25.59,1936.0,1272.7,6.09,15.58
SECTORAL_INDICES,NIFTY_METAL,LLOYDSME,1297.0,1308.6,1283.7,1298.2,1292.0,,-6.2,-0.48,146314.0,18.92,1612.0,732.75,-11.16,65.98
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,45081.7,45412.6,44878.7,45008.75,45030.9,,22.15,0.05,102009402.0,6829.57,,,0.11,-16.3
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,GMDCLTD,455.2,515.0,451.9,455.2,508.0,,52.8,11.6,34448673.0,1724.29,515.0,226.59,28.49,39.76
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,GODFRYPHLP,10500.0,11175.0,10360.0,10453.0,11058.0,,605.0,5.79,984110.0,1073.75,11465.0,4112.45,2.01,72.69
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,SCHNEIDER,858.35,891.5,850.05,849.05,887.05,,38.0,4.48,95046.0,8.38,1052.0,540.0,-11.12,
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,BEML,3950.0,4149.0,3940.2,3951.7,4089.0,,137.3,3.47,519369.0,212.32,4874.8,2350.0,3.3,0.59
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,COHANCE,906.0,926.0,897.5,899.3,925.85,,26.55,2.95,83546.0,7.65,1360.0,856.3,-1.42,
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,GODREJAGRO,731.95,752.5,730.55,730.4,750.0,,19.6,2.68,232636.0,17.36,876.35,654.0,-9.92,-6.21
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,GRAVITA,1657.8,1699.9,1651.0,1657.8,1699.0,,41.2,2.49,311069.0,52.53,2700.0,1379.65,-5.35,-28.04
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,CENTURYPLY,788.2,810.15,784.15,788.2,807.7,,19.5,2.47,106088.0,8.49,935.0,631.0,7.29,-1.11
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,CAMS,3780.0,3848.0,3776.9,3764.7,3837.0,,72.3,1.92,235542.0,90.13,5367.5,3031.05,0.42,-13.25
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,ARE&M,1009.8,1032.8,1001.1,1001.6,1020.0,,18.4,1.84,439313.0,44.73,1518.85,832.3,9.45,-29.65
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,ANGELONE,2269.9,2304.5,2252.8,2257.1,2297.0,,39.9,1.77,837315.0,190.89,3503.15,1941.0,-12.03,-8.36
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,IRCON,167.0,169.5,166.45,166.71,169.39,,2.68,1.61,1740532.0,29.28,262.0,134.24,-1.64,-33.08
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,SARDAEN,563.0,583.65,559.1,559.75,568.7,,8.95,1.6,916144.0,52.47,619.0,341.3,-2.12,58.96
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,RITES,257.7,263.45,255.9,257.62,261.43,,3.81,1.48,427988.0,11.18,384.0,192.4,2.22,-60.54
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,HBLENGINE,850.0,873.0,849.0,851.2,862.85,,11.65,1.37,1156728.0,99.64,873.0,405.0,43.15,
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,CHENNPETRO,694.0,703.3,685.1,692.85,702.0,,9.15,1.32,469467.0,32.68,999.0,433.1,10.68,-27.9
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,AMBER,7719.0,7890.0,7700.5,7698.0,7798.0,,100.0,1.3,270085.0,210.64,8177.0,4266.1,2.17,66.15
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,TANLA,651.0,664.1,648.6,647.95,656.4,,8.45,1.3,646623.0,42.51,955.0,409.35,1.11,-29.59
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,AFFLE,1913.9,1939.9,1903.0,1906.5,1931.0,,24.5,1.29,334716.0,64.34,2080.0,1246.0,-1.07,18.48
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,WELSPUNLIV,112.2,114.9,111.36,111.97,113.4,,1.43,1.28,1509845.0,17.07,192.9,104.8,-1.59,-39.83
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,PNBHOUSING,783.95,794.0,776.95,782.6,792.5,,9.9,1.27,1512725.0,118.83,1202.2,746.7,2.18,-23.74
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,PRAJIND,404.6,407.9,398.45,402.0,406.9,,4.9,1.22,553463.0,22.37,875.0,390.0,-10.53,-46.23
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,AEGISLOG,698.6,711.0,698.55,698.6,707.05,,8.45,1.21,146462.0,10.33,1037.0,609.85,-0.67,-16.76
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,AAVAS,1575.6,1602.3,1560.6,1574.2,1592.0,,17.8,1.13,328260.0,52.11,2234.0,1516.9,-6.66,-12.37
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,ENGINERSIN,199.71,202.41,197.74,199.61,201.8,,2.19,1.1,1289520.0,25.85,255.45,142.2,-1.84,-7.29
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,CDSL,1508.5,1541.0,1506.5,1509.4,1525.0,,15.6,1.03,1679391.0,256.54,1989.8,1047.45,-1.44,7.51
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,NBCC,102.01,102.8,100.76,101.78,102.8,,1.02,1.0,3703438.0,37.73,130.7,70.8,-7.1,-43.93
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,LTFOODS,440.5,444.8,438.0,440.75,444.7,,3.95,0.9,399504.0,17.63,518.55,288.25,-5.35,6.41
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,IIFL,433.5,438.3,430.5,432.25,436.0,,3.75,0.87,300203.0,13.04,560.6,279.8,-3.81,-7.23
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,HINDCOPPER,243.0,245.7,240.3,243.04,245.0,,1.96,0.81,1388790.0,33.77,353.0,183.82,-0.25,-22.59
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,HOMEFIRST,1250.0,1273.5,1250.0,1250.9,1261.0,,10.1,0.81,74509.0,9.4,1519.0,878.4,1.72,7.03
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,ANANTRAJ,533.5,542.6,526.15,533.85,537.8,,3.95,0.74,657580.0,35.14,947.9,376.15,-1.46,-14.29
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,GRSE,2411.4,2432.0,2388.0,2405.2,2422.0,,16.8,0.7,480856.0,115.8,3538.4,1184.9,-7.3,26.56
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,MANAPPURAM,284.3,288.8,281.8,284.1,285.9,,1.8,0.63,3249849.0,92.58,292.7,138.35,11.09,35.32
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,CAPLIPOINT,2117.0,2185.0,2111.1,2117.0,2130.1,,13.1,0.62,48681.0,10.48,2641.0,1599.0,10.82,0.89
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,TITAGARH,837.25,848.6,835.2,837.25,842.0,,4.75,0.57,552634.0,46.47,1468.5,654.55,-0.28,-40.55
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,BSOFT,373.8,381.0,373.15,373.8,375.75,,1.95,0.52,507470.0,19.14,676.2,331.0,-2.69,-43.06
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,USHAMART,382.0,387.6,378.0,381.25,383.05,,1.8,0.47,256456.0,9.83,451.0,278.55,6.79,12.32
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,TRIVENI,361.8,366.0,358.45,363.8,365.3,,1.5,0.41,275778.0,10.05,536.0,313.1,8.48,-22.71
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,POLYMED,2044.0,2075.0,2027.0,2033.1,2040.3,,7.2,0.35,73608.0,15.07,3357.8,1821.2,4.31,-20.57
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,ZENTEC,1480.0,1490.0,1466.1,1475.5,1480.0,,4.5,0.3,215338.0,31.84,2627.0,945.35,3.59,-11.6
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,CEATLTD,3368.6,3368.6,3303.2,3344.3,3353.5,,9.2,0.28,54783.0,18.29,4044.0,2343.05,3.93,15.89
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,GPPL,151.0,152.25,150.0,150.56,150.9,,0.34,0.23,499572.0,7.54,236.9,122.5,-2.52,-35.06
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,WELCORP,842.1,851.2,832.0,847.0,848.75,,1.75,0.21,229917.0,19.38,994.0,650.15,-2.72,21.59
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,SAREGAMA,494.3,494.3,487.0,490.9,491.45,,0.55,0.11,112942.0,5.54,688.9,417.4,0.94,-2.27
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,ASTRAZEN,9075.0,9242.0,8994.0,9113.0,9120.0,,7.0,0.08,11616.0,10.61,10691.0,6220.0,2.89,31.94
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,PGEL,557.7,567.4,547.2,555.0,555.4,,0.4,0.07,3112789.0,173.11,1054.2,465.0,-26.3,-6.25
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,INDIAMART,2553.0,2564.0,2527.4,2561.2,2562.9,,1.7,0.07,69875.0,17.82,3176.0,1900.1,1.43,-15.65
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,HFCL,70.24,70.71,69.05,69.99,70.0,,0.01,0.01,9246925.0,64.62,171.0,68.56,-4.14,-55.68
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,JWL,326.3,327.9,321.2,325.0,325.0,,,,549379.0,17.81,588.0,270.05,-4.19,-41.31
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,NCC,207.0,208.88,205.0,207.3,207.25,,-0.05,-0.02,1619758.0,33.49,330.8,170.05,-3.9,-36.63
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,HSCL,457.3,461.95,451.1,457.2,457.0,,-0.2,-0.04,511841.0,23.36,688.7,365.35,-0.45,-15.45
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,CROMPTON,327.8,329.8,325.25,327.85,327.35,,-0.5,-0.15,1589492.0,52.09,474.75,301.0,2.7,-29.96
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,NAVA,686.6,696.0,676.0,681.6,680.35,,-1.25,-0.18,503985.0,34.55,721.0,356.05,11.72,-30.36
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,MGL,1294.9,1296.7,1268.3,1287.6,1285.3,,-2.3,-0.18,195559.0,25.03,1988.0,1075.25,-0.87,-31.72
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,ELECON,554.0,556.95,549.6,553.3,552.1,,-1.2,-0.22,160364.0,8.86,739.1,376.95,-1.44,-11.7
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,SONATSOFTW,359.95,363.3,356.15,359.95,359.1,,-0.85,-0.24,426250.0,15.33,697.2,286.4,3.44,-46.83
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,GESHIP,973.0,974.0,961.5,971.0,968.3,,-2.7,-0.28,102043.0,9.89,1365.0,797.5,4.2,-27.09
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,TECHNOE,1512.8,1531.5,1493.6,1512.8,1508.0,,-4.8,-0.32,92814.0,14.07,1822.0,785.15,9.06,
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,MCX,7681.5,7744.5,7575.5,7643.5,7618.0,,-25.5,-0.33,253775.0,194.17,9115.0,4408.15,-1.78,40.95
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,NATCOPHARM,860.95,867.45,851.0,855.55,852.7,,-2.85,-0.33,245888.0,21.05,1639.0,726.8,-7.09,-45.19
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,BAYERCROP,5133.0,5177.0,5061.0,5112.0,5095.0,,-17.0,-0.33,13820.0,7.06,6919.6,4217.45,-15.56,-21.14
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,BLS,368.95,369.7,365.5,367.85,366.45,,-1.4,-0.38,598572.0,21.98,521.8,308.25,-8.8,-19.36
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,BASF,4605.0,4694.1,4605.0,4648.0,4630.2,,-17.8,-0.38,7664.0,3.57,8750.0,4065.05,0.13,-30.45
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,NEULANDLAB,14601.0,15078.0,14366.0,14612.0,14549.0,,-63.0,-0.43,72001.0,106.41,18100.0,10190.7,12.91,13.23
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,IEX,142.65,144.09,140.0,142.65,142.02,,-0.63,-0.44,4808605.0,68.19,244.4,130.26,7.39,-32.19
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,ANANDRATHI,2980.5,2980.5,2932.0,2956.2,2943.0,,-13.2,-0.45,60837.0,17.98,2980.5,1594.0,11.83,-25.12
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,TRITURBINE,515.85,517.75,507.0,514.85,512.5,,-2.35,-0.46,515752.0,26.37,885.0,460.3,-3.46,-32.51
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,PCBL,377.0,379.75,372.6,376.65,374.85,,-1.8,-0.48,285777.0,10.73,584.4,331.0,-2.78,-23.9
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,GPIL,244.5,244.87,240.74,244.01,242.64,,-1.37,-0.56,1348412.0,32.76,253.88,145.75,27.24,-74.01
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,ZENSARTECH,775.0,791.0,763.0,779.6,775.15,,-4.45,-0.57,386596.0,30.02,984.95,535.85,-1.15,-2.79
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,CASTROLIND,199.4,199.99,197.11,199.37,198.24,,-1.13,-0.57,940857.0,18.62,278.8,162.6,-7.27,-26.14
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,PFIZER,5148.5,5185.0,5090.0,5155.0,5124.0,,-31.0,-0.6,16965.0,8.69,6326.15,3701.0,1.32,-16.75
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,KIRLOSBROS,2030.5,2031.4,1972.0,2018.5,2005.1,,-13.4,-0.66,53524.0,10.66,2475.0,1422.35,6.57,18.27
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,OLECTRA,1537.9,1567.4,1520.0,1537.9,1527.4,,-10.5,-0.68,501538.0,77.22,1787.0,989.95,8.2,-2.39
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,CHAMBLFERT,558.0,563.55,551.6,557.65,553.35,,-4.3,-0.77,727786.0,40.43,742.2,443.2,-2.83,7.73
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,CANFINHOME,757.6,764.9,742.4,756.35,750.1,,-6.25,-0.83,122464.0,9.25,951.75,558.5,1.38,-14.8
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,ABREL,1817.3,1841.8,1785.8,1817.3,1802.0,,-15.3,-0.84,41084.0,7.43,3140.0,1638.0,-4.95,
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,CYIENT,1192.7,1192.7,1156.5,1183.0,1173.0,,-10.0,-0.85,358280.0,41.91,2157.45,1084.05,-2.57,-41.61
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,ACE,1074.0,1079.9,1040.0,1072.2,1063.0,,-9.2,-0.86,411285.0,43.41,1600.0,917.45,-2.25,-17.29
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,GILLETTE,10585.0,10585.0,10344.0,10548.0,10450.0,,-98.0,-0.93,13559.0,14.14,11500.0,7411.65,-1.61,14.79
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,CREDITACC,1355.0,1363.0,1335.6,1356.8,1342.0,,-14.8,-1.09,61831.0,8.33,1425.0,750.2,10.76,13.63
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,EIDPARRY,1122.3,1129.0,1108.6,1125.8,1113.0,,-12.8,-1.14,115214.0,12.9,1246.8,639.0,-7.0,32.8
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,NEWGEN,901.05,903.2,884.0,899.1,887.95,,-11.15,-1.24,254993.0,22.7,1798.9,758.2,-4.87,-18.09
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,JYOTHYLAB,337.5,342.0,330.5,336.95,332.5,,-4.45,-1.32,343024.0,11.42,595.85,300.1,1.78,-40.1
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,METROPOLIS,2248.0,2248.0,2193.5,2236.7,2207.0,,-29.7,-1.33,24619.0,5.45,2318.3,1315.0,7.31,2.84
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,MASTEK,2509.9,2509.9,2421.9,2489.5,2448.5,,-41.0,-1.65,67616.0,16.54,3375.0,1887.0,-3.13,-11.61
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,ERIS,1763.6,1763.6,1723.1,1763.6,1734.0,,-29.6,-1.68,57421.0,9.96,1910.0,1097.2,0.25,18.44
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,GNFC,515.5,516.95,502.55,514.8,505.45,,-9.35,-1.82,365054.0,18.51,707.7,449.0,-7.43,-28.47
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,REDINGTON,243.0,244.0,235.64,242.5,237.95,,-4.55,-1.88,1332743.0,31.94,334.8,158.61,-1.0,19.01
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,MAHSEAMLES,645.05,651.2,632.0,646.8,634.3,,-12.5,-1.93,200205.0,12.77,814.3,566.5,-5.47,-7.02
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,INTELLECT,934.35,943.2,904.6,926.75,908.45,,-18.3,-1.97,232269.0,21.31,1255.0,577.4,-4.08,-8.24
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,FINPIPE,216.2,217.99,210.15,218.2,213.9,,-4.3,-1.97,870849.0,18.58,334.3,153.92,9.43,-30.29
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,UTIAMC,1347.8,1349.9,1320.0,1347.8,1320.0,,-27.8,-2.06,76790.0,10.23,1494.8,905.0,1.32,4.55
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,LALPATHLAB,3309.0,3335.0,3229.4,3319.4,3250.0,,-69.4,-2.09,362259.0,117.86,3653.95,2293.55,1.27,-4.55
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,JINDALSAW,205.99,206.29,200.5,205.47,200.9,,-4.57,-2.22,1540024.0,31.07,383.85,196.02,-2.3,-71.85
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,SUMICHEM,580.5,585.45,568.0,584.5,569.5,,-15.0,-2.57,261572.0,15.01,665.0,446.2,-5.83,10.17
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,NH,1829.0,1837.1,1781.1,1837.5,1785.0,,-52.5,-2.86,353412.0,63.86,2370.2,1185.0,0.96,37.62
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,FSL,364.45,366.5,348.5,361.6,349.95,,-11.65,-3.22,1099080.0,38.93,422.3,270.0,-0.43,9.46
STRATEGY_INDICES,NIFTY_SMALLCAP250_MOMENTUM_QUALITY_100,ECLERX,4420.0,4431.6,4259.0,4439.0,4278.0,,-161.0,-3.63,56132.0,24.44,4640.0,2168.0,8.58,47.7
THEMATIC_INDICES,NIFTY_MIDCAP_LIQUID_15,NIFTY MIDCAP LIQUID 15,15136.6,15273.7,15059.6,15081.6,15130.5,,48.9,0.32,164335097.0,4663.37,15919.5,11541.7,2.82,6.61
THEMATIC_INDICES,NIFTY_MIDCAP_LIQUID_15,BSE,2229.0,2347.9,2227.0,2219.5,2323.0,,103.5,4.66,7981732.0,1843.23,3030.0,900.33,-2.85,-19.75
THEMATIC_INDICES,NIFTY_MIDCAP_LIQUID_15,INDUSTOWER,325.55,341.9,324.3,324.05,337.0,,12.95,4.0,17007563.0,570.14,444.55,312.55,-1.04,-23.85
THEMATIC_INDICES,NIFTY_MIDCAP_LIQUID_15,ASHOKLEY,128.24,132.23,128.24,128.01,131.44,,3.43,2.68,19576052.0,256.17,134.31,95.93,8.32,-47.93
THEMATIC_INDICES,NIFTY_MIDCAP_LIQUID_15,BHARATFORG,1145.0,1149.9,1128.0,1131.4,1140.0,,8.6,0.76,775351.0,88.15,1629.9,919.1,-0.24,-29.35
THEMATIC_INDICES,NIFTY_MIDCAP_LIQUID_15,YESBANK,20.31,20.61,20.03,20.29,20.44,,0.15,0.74,91388363.0,185.52,24.41,16.02,9.13,-12.61
THEMATIC_INDICES,NIFTY_MIDCAP_LIQUID_15,IDFCFIRSTB,72.54,73.24,72.1,72.23,72.63,,0.4,0.55,22699792.0,165.05,78.45,52.46,5.62,-3.25
THEMATIC_INDICES,NIFTY_MIDCAP_LIQUID_15,HDFCAMC,5589.0,5642.0,5543.5,5569.5,5594.0,,24.5,0.44,262035.0,146.39,5927.5,3563.05,-1.91,23.44
THEMATIC_INDICES,NIFTY_MIDCAP_LIQUID_15,LUPIN,1941.9,1970.0,1932.0,1939.2,1943.9,,4.7,0.24,319959.0,62.34,2402.9,1795.2,4.97,-15.12
THEMATIC_INDICES,NIFTY_MIDCAP_LIQUID_15,DIXON,17852.0,17960.0,17814.0,17852.0,17841.0,,-11.0,-0.06,123212.0,220.36,19148.9,12022.0,8.13,43.85
THEMATIC_INDICES,NIFTY_MIDCAP_LIQUID_15,POLYCAB,7288.0,7315.5,7218.5,7257.0,7242.5,,-14.5,-0.2,143952.0,104.41,7605.0,4555.0,5.9,8.71
THEMATIC_INDICES,NIFTY_MIDCAP_LIQUID_15,CUMMINSIND,3949.0,3974.4,3902.1,3935.6,3922.0,,-13.6,-0.35,273518.0,107.65,3974.4,2580.0,8.28,2.48
THEMATIC_INDICES,NIFTY_MIDCAP_LIQUID_15,COFORGE,1705.8,1710.8,1640.0,1692.5,1661.0,,-31.5,-1.86,1573984.0,262.28,2005.36,1194.01,1.22,-74.69
THEMATIC_INDICES,NIFTY_MIDCAP_LIQUID_15,GODREJPROP,2003.4,2015.7,1943.1,2002.8,1964.5,,-38.3,-1.91,591336.0,116.46,3399.0,1900.0,-4.84,-31.63
